Countries,Latitude,Longitude,31/12/2019,1/1/2020,2/1/2020,3/1/2020,4/1/2020,5/1/2020,6/1/2020,7/1/2020,8/1/2020,9/1/2020,10/1/2020,11/1/2020,12/1/2020,13/01/2020,14/01/2020,15/01/2020,16/01/2020,17/01/2020,18/01/2020,19/01/2020,20/01/2020,21/01/2020,22/01/2020,23/01/2020,24/01/2020,25/01/2020,26/01/2020,27/01/2020,28/01/2020,29/01/2020,30/01/2020,31/01/2020,1/2/2020,2/2/2020,3/2/2020,4/2/2020,5/2/2020,6/2/2020,7/2/2020,8/2/2020,9/2/2020,10/2/2020,11/2/2020,12/2/2020,13/02/2020,14/02/2020,15/02/2020,16/02/2020,17/02/2020,18/02/2020,19/02/2020,20/02/2020,21/02/2020,22/02/2020,23/02/2020,24/02/2020,25/02/2020,26/02/2020,27/02/2020,28/02/2020,29/02/2020,1/3/2020,2/3/2020,3/3/2020,4/3/2020,5/3/2020,6/3/2020,7/3/2020,8/3/2020,9/3/2020,10/3/2020,11/3/2020,12/3/2020,13/03/2020,14/03/2020,15/03/2020,16/03/2020,17/03/2020,18/03/2020,19/03/2020,20/03/2020,21/03/2020,22/03/2020,23/03/2020,24/03/2020,25/03/2020,26/03/2020,27/03/2020,28/03/2020,29/03/2020,30/03/2020,31/03/2020,1/4/2020,2/4/2020,3/4/2020,4/4/2020,5/4/2020,6/4/2020,7/4/2020,8/4/2020,9/4/2020,10/4/2020,11/4/2020,12/4/2020,13/04/2020,14/04/2020,15/04/2020,16/04/2020,17/04/2020,18/04/2020,19/04/2020,20/04/2020,21/04/2020,22/04/2020,23/04/2020,24/04/2020,25/04/2020,26/04/2020,27/04/2020,28/04/2020,29/04/2020,30/04/2020,1/5/2020,2/5/2020,3/5/2020,4/5/2020,5/5/2020,6/5/2020,7/5/2020,8/5/2020,9/5/2020,10/5/2020,11/5/2020,12/5/2020,13/05/2020,14/05/2020,15/05/2020,16/05/2020,17/05/2020,18/05/2020,19/05/2020,20/05/2020,21/05/2020,22/05/2020,23/05/2020,24/05/2020,25/05/2020,26/05/2020,27/05/2020,28/05/2020,29/05/2020,30/05/2020,31/05/2020,1/6/2020,2/6/2020,3/6/2020,4/6/2020,5/6/2020,6/6/2020,7/6/2020,8/6/2020,9/6/2020,10/6/2020,11/6/2020,12/6/2020,13/06/2020,14/06/2020,15/06/2020,16/06/2020,17/06/2020,18/06/2020,19/06/2020,20/06/2020,21/06/2020,22/06/2020,23/06/2020,24/06/2020,25/06/2020,26/06/2020,27/06/2020,28/06/2020,29/06/2020,30/06/2020,1/7/2020,2/7/2020,3/7/2020,4/7/2020,5/7/2020,6/7/2020,7/7/2020,8/7/2020,9/7/2020,10/7/2020,11/7/2020,12/7/2020,13/07/2020,14/07/2020,15/07/2020,16/07/2020,17/07/2020,18/07/2020,19/07/2020,20/07/2020,21/07/2020,22/07/2020,23/07/2020,24/07/2020,25/07/2020,26/07/2020,27/07/2020,28/07/2020,29/07/2020
Afghanistan,33.9391,67.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,,,,,,4,,,7,,,,10,16,21,22,22,22,24,24,34,40,42,75,75,91,106,114,141,166,192,235,235,270,299,337,367,423,484,521,555,607,665,714,784,794,845,908,996,1031,1092,1176,1281,1351,1463,1531,1703,1827,1949,2171,2335,2469,2704,2894,3224,3392,3563,3778,4033,4402,4687,4967,5226,5339,6402,6402,6664,7072,7653,8145,8676,9216,9998,10582,11173,11831,12456,13036,13659,14525,15205,15750,16509,17267,18054,18969,19551,20342,20917,21459,22143,22890,23546,24102,24766,25527,26310,26874,27532,27878,28424,28833,29143,29481,29715,30175,30451,30616,30967,31238,31517,31836,32022,32324,32672,32951,33384,33594,33653,33908,34366,34451,34451,34455,34740,34994,35070,35289,35301,35475,35615,35727,35915,35928,36036,36157,36263,36368,36471
Albania,41.1533,20.1683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,10,11,23,33,38,42,51,55,59,70,70,76,89,100,123,146,174,186,197,212,223,243,259,277,304,333,361,377,383,400,409,416,433,446,467,475,494,518,539,548,562,584,609,634,663,678,712,726,736,750,766,773,782,789,795,803,820,832,842,850,856,868,872,876,880,898,916,933,946,948,949,964,969,981,989,998,1004,1029,1050,1076,1099,1122,1137,1143,1164,1184,1197,1212,1232,1246,1263,1299,1341,1385,1416,1464,1521,1590,1672,1722,1788,1838,1891,1927,1995,2047,2114,2192,2269,2330,2402,2466,2535,2580,2662,2752,2819,2893,2964,3038,3106,3188,3278,3371,3454,3571,3667,3752,3851,3906,4008,4090,4171,4290,4358,4466,4570,4637,4763,4880,4997
Algeria,28.0339,1.6596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,3,,5,12,17,,,20,,,20,25,26,37,48,58,60,72,90,102,139,201,230,264,302,367,409,454,511,584,716,847,986,1171,1251,1320,1423,1468,1572,1666,1761,1825,1914,1983,2070,2160,2268,2418,2535,2629,2718,2811,2910,3007,3127,3256,3382,3517,3649,3848,4006,4154,4295,4474,4648,4838,4997,5182,5369,5558,5723,5891,6067,6253,6442,6629,6821,7019,7201,7377,7542,7728,7918,8113,8306,8503,8697,8857,8997,9134,9267,9394,9513,9626,9626,9831,9935,10050,10154,10265,10382,10484,10589,10698,10810,10919,11031,11147,11268,11385,11504,11631,11771,11920,12076,12248,12445,12685,12968,13273,13571,13907,14272,14657,15070,15500,15941,16404,16879,17348,17808,17808,18712,19195,19689,20216,20770,21355,21948,22549,23084,23691,24278,24872,25484,26159,26764,27357,27973,27973
Andorra,42.5063,1.5218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,,5,14,14,53,75,75,88,113,133,164,188,224,267,308,334,370,376,390,428,439,466,501,526,545,564,583,601,622,638,646,659,673,682,696,704,713,717,717,723,724,731,733,740,743,743,743,745,746,747,748,750,751,751,752,752,754,755,756,758,760,761,761,761,761,761,761,762,762,762,762,763,763,763,763,763,764,764,764,765,844,851,852,852,852,852,852,852,852,852,853,853,853,853,854,854,855,855,855,855,855,855,855,855,855,855,855,855,855,855,855,855,855,855,855,855,855,855,855,855,855,858,861,862,877,880,880,880,884,884,889,889,889,897,897,907,907
Angola,-11.2027,17.8739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,3,4,4,7,7,7,8,8,8,10,14,16,17,19,19,19,19,19,19,19,19,19,19,24,24,24,24,24,25,25,25,26,27,27,27,27,29,35,35,35,36,36,36,43,43,45,45,45,45,48,48,48,48,48,50,52,58,60,60,69,69,71,71,73,77,84,86,86,86,86,86,86,86,91,92,96,113,118,130,138,140,142,142,155,155,166,172,176,183,186,189,197,212,244,267,276,284,291,315,328,346,346,353,353,386,396,458,483,506,506,525,576,607,638,687,705,749,749,779,812,851,880,880,930,932
Anguilla,18.2272,-63.0489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Antigua and Barbuda,17.0608,-61.7964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,1,1,3,3,7,7,7,7,7,7,7,9,15,15,15,15,15,15,19,21,21,21,23,23,23,23,23,23,23,23,24,24,24,24,24,24,24,24,24,24,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,65,65,65,65,65,66,66,66,68,68,68,68,70,70,73,73,74,74,74,74,74,74,74,76,76,76,76,76,76,76,82,82,82,86,86
Argentina,-38.4161,-63.6167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,8,9,12,,19,,31,34,45,56,65,79,97,128,158,225,266,301,387,502,589,690,745,820,966,966,1133,1133,1265,1451,1554,1628,1715,1795,1894,1975,2137,2203,2272,2432,2432,2560,2658,2828,2930,3020,3132,3276,3423,3423,3767,3767,3990,4114,4272,4415,4519,4668,4770,4874,5007,5195,5358,5598,5763,5776,6021,6550,6866,7121,7466,7792,7792,8358,8796,9270,9918,10636,11340,12063,12615,13215,13920,14689,15406,16201,16838,17402,18306,19255,19255,21024,22007,22781,23607,24748,25987,27360,28751,30282,31564,32772,34146,35539,35539,39557,41191,42772,44918,44918,49838,52444,52444,57731,57731,62255,64517,67184,69928,72773,72773,75363,77802,80434,83413,87017,90680,94047,97496,100153,103252,106897,111147,114770,119288,122511,126742,130761,136105,141887,148014,153507,162513,162513,167403
Armenia,40.0691,45.0382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,4,6,13,20,30,52,78,115,122,136,160,190,194,265,290,329,372,424,424,482,532,571,663,736,770,822,833,853,881,921,937,967,1013,1039,1111,1159,1201,1248,1291,1339,1401,1473,1523,1596,1677,1746,1808,1867,1932,1932,2066,2148,2273,2386,2507,2619,2782,2884,3029,3175,3313,3392,3538,3718,3860,4044,4283,4472,4823,5041,5271,5606,5928,6302,6661,7113,7402,7774,8216,8676,8927,9282,9492,10009,10524,11221,11817,12364,13130,13325,13675,14103,14669,15281,16004,16667,17064,17489,18033,18698,19157,19708,20588,20588,21717,21717,23247,23909,24645,25127,25127,25542,26065,26658,27320,27900,28606,28936,29285,29820,30346,30903,31392,31969,32151,32490,33005,33559,34001,34462,34877,34981,35693,36162,36613,36996,37317,37390,37629,37937
Aruba,12.5211,-69.9683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,4,,,,12,17,19,28,28,28,50,,55,55,60,62,64,64,71,74,77,82,86,92,92,92,92,93,95,96,96,97,97,97,100,100,100,100,100,100,100,100,100,100,100,100,100,100,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,103,103,103,104,104,105,105,105,105,105,105,105,105,105,105,106,106,108,108,108,113,115,117,117,117,118,119,119,119,119
Australia,-33.8651,151.2099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,6,7,9,11,11,11,12,13,14,14,14,14,14,14,14,15,15,15,15,15,15,15,17,21,22,22,22,22,23,23,25,26,29,33,41,52,59,63,74,80,100,112,126,156,197,249,298,375,454,565,709,874,1098,1709,1823,2423,2799,3166,3378,3809,4093,4557,4707,4976,5224,5548,5687,5744,5844,5956,6052,6152,6238,6289,6322,6366,6416,6458,6497,6533,6586,6612,6625,6647,6654,6667,6687,6703,6713,6725,6738,6746,6762,6767,6783,6801,6825,6849,6875,6896,6914,6929,6941,6948,6964,6975,6989,7019,7036,7045,7060,7068,7079,7081,7095,7106,7109,7118,7133,7139,7150,7173,7185,7195,7204,7221,7229,7240,7251,7255,7260,7265,7267,7276,7285,7290,7302,7320,7335,7347,7370,7391,7409,7436,7461,7474,7492,7521,7558,7595,7641,7686,7767,7834,7920,8001,8255,8362,8449,8586,8755,8886,9059,9359,9553,9797,9980,10251,10495,10810,11235,11441,11802,12069,12428,12896,13306,13595,13950,14403,14935,15304
Austria,47.5162,14.5501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,7,10,14,18,24,29,41,74,99,102,131,182,246,361,504,655,860,1016,1332,1646,2196,2649,3024,3631,4486,5282,5888,7029,7697,8291,8813,9618,10182,10711,11129,11525,11766,11983,12297,12640,12969,13248,13560,13807,13937,14043,14234,14370,14448,14603,14662,14710,14783,14833,14924,14985,15068,15134,15189,15256,15314,15364,15424,15458,15470,15538,15569,15586,15651,15673,15735,15777,15787,15874,15910,15964,16005,16068,16140,16154,16179,16257,16275,16332,16361,16407,16439,16459,16497,16515,16543,16594,16638,16642,16663,16674,16705,16741,16803,16822,16868,16889,16902,16936,16964,16994,17014,17038,17065,17098,17115,17155,17185,17247,17285,17320,17351,17384,17431,17498,17562,17625,17666,17777,17814,17952,18073,18196,18269,18326,18415,18516,18613,18687,18795,18847,18859,19060,19115,19268,19406,19508,19571,19679,19679,20038,20148,20229,20349,20486,20550,20682
Azerbaijan,40.1431,47.5769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,,,,6,9,,,,11,13,13,,19,19,19,28,34,44,44,53,65,72,87,93,122,165,182,209,273,298,359,400,443,521,584,641,717,822,926,991,1058,1098,1148,1197,1253,1283,1340,1373,1398,1436,1480,1518,1548,1592,1617,1645,1678,1717,1766,1804,1854,1894,1932,1984,2060,2127,2204,2279,2422,2519,2589,2693,2758,2879,2980,3138,3274,3287,3518,3631,3749,3855,3982,4122,4271,4403,4568,4759,4989,5246,5494,5662,5935,6260,6522,6860,7239,7553,7876,8191,8530,8882,9218,9570,9957,10324,10662,10991,11329,11329,12238,12729,13207,13715,14305,14852,15369,15890,16424,16968,17524,18112,18684,19267,19801,20324,20837,21374,21916,22464,22990,23521,24041,24570,25113,25672,26165,26636,27133,27521,27890,28242,28633,28980,29312,29633,30050,30446,30858
Bahamas,25.0343,-77.3963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,3,4,4,4,4,4,5,9,9,11,14,14,15,21,24,24,28,29,33,36,40,41,42,46,47,49,49,53,54,55,58,60,64,65,70,72,73,78,80,80,80,80,81,82,83,83,83,89,92,92,92,92,92,93,93,94,96,96,96,96,96,96,97,97,97,100,100,100,100,100,101,102,102,102,102,102,102,102,102,103,103,103,103,103,103,103,103,103,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,106,107,108,111,111,113,116,119,124,129,138,153,174,194,219,274,316,326,342,382,447
Bahrain,26.0275,50.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,23,33,33,38,41,47,,49,52,52,56,63,79,109,110,162,162,210,211,214,221,237,256,269,285,306,334,339,390,419,458,466,473,500,515,567,569,643,643,688,700,756,811,823,887,998,1040,1136,1361,1528,1673,1700,1744,1773,1873,1907,1973,2007,2217,2518,2589,2647,2723,2811,2921,3040,3170,3284,3383,3533,3720,3934,4199,4444,4774,4941,5236,5531,5816,6198,6583,6747,6956,7184,7532,7888,8174,8414,8802,9138,9171,9366,9633,10052,10449,10793,11398,11804,12311,12815,13296,13835,14383,14763,15417,16200,16200,17269,17713,18227,18227,19013,19553,19961,20430,20916,21331,21764,22407,23062,23570,24081,24805,25267,25705,26239,26758,27414,27837,28410,28857,29367,29821,30321,30931,31528,32039,32470,32941,33476,34078,34560,35084,35473,36004,36422,36936,37316,37637,37996,38458,38747,39131,39482,39921
Bangladesh,23.685,90.3563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,3,,5,8,10,10,17,24,27,33,39,39,48,48,48,49,49,51,54,56,61,70,88,123,164,218,330,424,482,621,803,1012,1231,1572,1838,2144,2456,2948,3382,3772,4186,4689,4998,5416,5913,6462,7103,7667,8238,8790,9455,10143,10929,11719,12425,13134,13770,14657,15691,16660,17822,18863,20065,20995,22268,23870,25121,26738,28511,30205,32078,33610,35585,36751,38292,40321,42844,44608,47153,49534,52445,55140,57563,60391,63026,65769,68504,71675,74865,78052,81523,84379,87520,90619,94481,98489,102292,105535,108775,112306,115786,119198,122660,126606,130474,133978,137787,141801,145483,149258,153277,156391,159679,162417,165618,168645,172134,175494,178443,181129,183795,186894,190057,193590,196323,199357,202066,204525,207453,210510,213254,216110,218658,221178,223453,226225,229185
Barbados,13.1939,-59.5432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,6,14,17,17,18,18,24,24,26,33,34,34,45,45,45,51,56,60,63,63,66,67,68,71,72,73,75,75,75,75,75,75,75,76,76,76,79,79,80,80,80,81,81,81,82,82,82,82,82,83,84,84,84,85,85,85,85,86,88,88,90,90,90,90,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,96,96,96,96,96,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,98,98,98,98,98,98,103,103,103,103,104,104,104,104,105,106,106,106,106,108,108,110,110,110
Belarus,53.7098,27.9534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,4,6,,,,,,9,12,21,,,27,36,36,46,57,57,76,76,81,81,86,86,94,94,94,105,152,152,254,351,394,564,700,861,1066,1486,1981,2226,2578,2919,3281,3728,4204,4779,4779,4779,6264,6723,7281,8022,8773,9590,10463,11289,12208,13181,14027,14917,15828,16705,17489,18350,19255,20168,21101,22052,22973,23906,24873,25825,26772,27730,28681,29650,30572,31508,32426,33371,34303,35244,36198,37144,38059,38956,39858,40764,41658,42556,43403,44255,45116,45981,46868,47751,48630,49453,50265,51066,51816,52520,53241,53973,54680,55369,56032,56657,57333,57936,58505,59023,59487,59945,60382,60713,61095,61475,61790,62118,62424,62698,62997,63270,63554,63804,64003,64224,64411,64604,64767,64932,65114,65269,65443,65623,65782,65953,66095,66213,66348,66521,66688,66846,67002,67132,67251,67366
Belgium,50.8333,4.4699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,37,72,126,207,317,344,409,503,602,776,1026,1364,1543,1757,2144,2566,3100,3813,4476,4946,5432,6760,7955,9154,10517,12036,12880,13563,15301,16982,18485,19945,21636,22561,23226,25148,26647,28234,30459,32778,33802,34319,34851,36413,38033,39697,41079,41796,42239,43511,44776,45553,46522,47325,47713,47918,48667,49237,49755,50343,50580,50864,51005,51674,52210,52761,53187,53668,53908,54026,54489,54884,55202,55497,55837,55984,56065,56372,56656,57037,57108,57354,57476,57551,57856,58056,58237,58397,58557,58618,58667,58726,58904,59064,59232,59387,59456,59509,59661,59807,59923,60018,60107,60156,60178,60325,60423,60546,60654,60774,60823,60842,60985,61094,61194,61269,61381,61421,61444,61571,61671,61801,61893,61987,62049,62073,62186,62287,62424,62547,62674,62737,62780,63005,63212,63471,63692,63964,64086,64156,64584,64729,65274,65697,66176,66380,66504,66569,66569
Belize,17.189877,-88.49765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,2,2,2,3,3,3,3,4,4,5,7,7,8,9,10,13,14,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,19,20,20,20,20,20,21,21,21,22,22,22,22,22,23,23,23,23,24,24,24,24,28,28,28,30,30,30,30,30,30,33,37,37,37,37,39,39,40,40,40,40,42,43,43,47,48,48,48,48,48
Benin,9.30769,2.3158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,2,2,2,5,5,5,6,6,6,6,6,8,13,13,16,16,22,26,26,26,30,35,35,35,35,35,35,37,37,37,37,54,54,54,58,58,58,64,64,64,69,84,90,90,90,96,96,102,140,242,284,319,319,327,327,339,339,339,339,339,130,130,135,135,135,191,191,208,210,210,224,232,232,243,244,244,261,261,268,268,305,305,305,305,388,412,470,483,532,572,597,650,650,765,807,850,902,1017,1053,1124,1149,1187,1199,1199,1199,1199,1199,1199,1199,1199,1285,1285,1285,1378,1378,1378,1378,1378,1463,1602,1602,1602,1602,1602,1602,1694,1694,1694,1770,1770,1770
Bermuda,32.2995,-64.7903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,6,6,6,6,15,17,22,22,27,32,32,35,35,37,37,39,39,39,48,48,50,57,57,57,81,83,83,86,86,86,98,99,99,99,99,109,110,110,111,114,114,114,115,115,115,118,118,118,118,118,119,121,121,122,123,123,123,125,125,125,125,128,133,133,133,139,139,140,140,140,140,141,141,141,141,141,141,141,141,141,141,141,142,144,144,144,144,144,144,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,148,149,149,150,150,150,150,150,150,152,152,153,153,153,153,153,153,153,153,154,154,156
Bhutan,27.514162,90.433601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,1,,1,1,1,1,2,2,2,2,2,3,3,3,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,11,11,15,20,21,21,21,21,21,21,21,24,24,27,27,27,28,31,33,43,43,47,47,47,48,48,48,59,59,59,62,62,62,66,66,67,67,67,67,68,68,68,69,70,70,70,75,76,76,77,77,77,77,78,78,80,80,80,80,80,82,82,84,84,84,84,86,87,87,89,90,92,92,92,92,93,95,99,99
Bolivia,-16.290154,-63.588653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,10,10,,11,12,12,15,19,20,27,28,32,39,61,74,81,96,107,115,123,132,139,157,183,194,210,264,268,276,300,330,354,397,441,465,493,520,564,598,609,672,703,807,866,950,1014,1053,1110,1167,1229,1470,1594,1681,1802,1886,2081,2266,2437,2556,2831,2964,3148,3372,3577,3826,4088,4263,4481,4919,5187,5579,5915,6263,6660,7136,7768,8387,8731,9592,9982,10531,10991,11638,12245,12728,13358,13643,13949,14644,15281,16165,16929,17842,18459,19073,19883,20685,21499,22476,23512,24388,25493,26389,27487,28503,29423,30676,31524,32125,33219,34227,35528,36818,38071,39297,40509,41545,42984,44113,45565,47200,48187,49250,50867,52218,54156,56102,58138,59582,60991,62357,64135,65252,66456,68281,69429,71811,72327
Bonaire Sint Eustatius and Saba,17.6259,-68.2666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,3,4,4,4,4,4,4,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,9,10,10,10,10,10,10,10,11,11,11,11,11,11
Bosnia and Herzegovina,-14.235,-51.9253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,3,3,,,18,21,30,35,44,62,92,125,131,164,173,213,233,257,323,353,413,464,532,586,632,663,695,781,816,875,901,948,1007,1028,1073,1100,1152,1210,1254,1269,1300,1340,1367,1413,1420,1485,1516,1564,1588,1589,1689,1782,1840,1857,1926,1946,1986,2027,2070,2092,2117,2142,2158,2181,2216,2237,2267,2289,2303,2319,2334,2352,2372,2391,2400,2405,2415,2434,2462,2484,2493,2509,2523,2534,2550,2593,2605,2636,2673,2703,2727,2776,2831,2892,2940,3001,3039,3084,3144,3202,3288,3354,3431,3524,3587,3675,3794,3934,4107,4215,4343,4453,4606,4788,4960,5249,5393,5457,5618,5868,6087,6402,6720,6884,6979,7176,7407,7681,7908,7908,8164,8591,8786,8786,9460,9462,9764,10069,10498,10766
Botswana,-22.328474,24.684866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,4,4,4,6,6,6,7,13,13,13,13,13,13,13,15,15,15,20,20,20,22,22,22,22,22,22,23,23,23,23,23,23,23,23,23,23,23,23,23,24,24,24,24,24,24,25,25,25,29,29,30,30,35,35,35,35,35,35,35,38,38,38,40,40,40,40,40,42,42,48,48,60,60,60,60,60,60,79,89,89,89,89,89,89,89,125,125,125,175,227,227,227,275,275,275,275,314,314,314,314,314,399,399,399,399,522,522,522,522,522,522,522,686,686,686,686,739,739
